,ts_file,fd_file,meanFD,medianFD,maxFD,perc_scrubbed
0,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries0/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power0/fd_power_2012.txt,0.20083335003800007,0.161769795,1.3005802249999998,55
1,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries1/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power1/fd_power_2012.txt,0.0442863747161,0.036736084,0.2281846,3
2,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries2/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power2/fd_power_2012.txt,0.04973312825399999,0.044190825,0.16364199999999998,1
3,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries3/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power3/fd_power_2012.txt,0.032621773083,0.030611291000000006,0.094740445,0
4,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries4/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power4/fd_power_2012.txt,0.15093919329999997,0.07979243,3.4480709,27
5,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries5/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power5/fd_power_2012.txt,0.16424662782,0.13486151000000002,1.13056638,43
6,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries6/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power6/fd_power_2012.txt,0.3770104470999999,0.31703020000000004,1.81709,76
7,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries7/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power7/fd_power_2012.txt,0.07758927614,0.06112465,0.597073985,6
8,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries8/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power8/fd_power_2012.txt,0.03574438133,0.03302134599999999,0.07975794000000001,0
9,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries9/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power9/fd_power_2012.txt,0.09313187326099998,0.09107151499999999,0.2063191,9
10,/tmp/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries10/reg_timeseries.tsv,/tmp/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power10/fd_power_2012.txt,0.07154593329100002,0.04479295,1.06283275,6
